5.021295 2.505155 3.162899 4.48329 4.968319
5.738625 9.114278 3.37241 4.957471 0.1835662
4.59973 1.940918 5.906095 7.729564 10.77059
7.613735 7.505703 7.263223 9.843295 6.605612
5.25584 5.70002 -1.059013 0.916339 1.317121
2.974832 2.824394 8.233296 7.224288 2.510284
0.1889211 9.302842 1.494398 2.889486 2.114828
8.881214 2.629502 -1.175809 9.734051 5.784844
8.388501 4.424278 0.8487731 8.59689 3.306027
7.849607 6.76378 1.719067 5.641313 11.64487
9.462046 7.232971 1.939443 0.09058319 6.850867
2.303577 4.215386 6.955005 -0.7191108 8.480348
7.181394 11.52638 4.761028 7.216398 3.679865
11.33851 3.408038 8.626897 5.834323 6.371872
3.578067 9.223409 0.9165623 7.038946 4.109213
-1.742199 1.93858 11.53366 5.350311 7.649429
1.371781 0.7609975 7.590897 6.117826 1.999886
-1.423565 2.483313 3.344024 6.648508 3.652331
2.647379 1.809421 3.482728 8.624188 7.369661
6.087965 11.34305 8.445871 4.456747 8.467195
1.926487 2.901858 -1.252438 0.5610654 4.40536
-1.272618 4.521363 7.88323 2.4187 5.259213
7.690622 0.6161183 8.165544 9.107016 9.323853
6.808728 6.831083 9.029433 9.365813 4.608014
1.895865 3.52441 2.279443 2.210023 10.2069
8.652779 4.430789 2.226413 6.265332 6.073501
7.587765 8.346704 2.433612 -0.9479504 6.754764
-0.2464467 7.236559 8.906073 3.459012 0.9458576
7.86177 5.70265 8.661191 0.8097279 9.162655
10.50143 3.191757 6.349158 4.352654 3.033915
5.742199 1.810296 7.290071 2.646191 5.141934
1.763588 7.833457 2.451517 1.493314 2.65715
5.03082 9.615676 3.45551 1.450741 4.890816
7.225581 5.385617 9.580982 -0.2753987 0.4783261
4.860159 5.701921 3.734488 9.483723 4.378367
9.972406 4.598372 4.784044 6.586694 4.95755
-1.62837 3.869391 9.440549 0.830806 10.81511
9.970438 4.175861 4.997096 4.101005 4.870374
1.663076 4.116461 0.6916305 3.25494 5.25118
4.741078 6.340399 3.18211 4.666875 5.234439
0.1460203 4.314635 4.58596 3.337722 9.416846
6.375138 7.301675 3.595423 6.697772 7.301431
5.168884 5.18631 1.870501 8.525377 -0.1924392
4.603185 4.171862 4.98176 2.197186 1.916191
4.460376 10.06525 10.29275 5.227984 1.666863
7.138348 3.616217 4.240326 6.50556 5.783017
6.847536 2.489817 6.510774 9.357549 5.596028
5.336357 9.156809 0.3765552 7.898001 1.481189
6.06495 10.59666 0.5008207 5.489977 6.518295
8.067701 7.212188 11.57413 13.04018 10.22527
-4.523346 4.780637 13.15379 4.599503 2.926397
2.586466 5.966198 8.026207 5.455399 8.827699
-0.1376965 5.037885 10.09055 1.804701 2.807374
6.824111 3.675621 2.581375 0.7701615 3.639274
8.947754 5.24872 11.97371 1.309293 5.009716
9.258438 8.277386 11.57844 1.106271 6.140339
1.189538 0.7534749 2.910419 3.952893 9.32152
9.675164 9.020301 -1.129432 6.723868 5.977
2.859094 9.146279 7.780771 -0.378885 3.003969
7.035161 4.825675 1.447477 2.929495 7.086828
3.698506 10.45797 3.884672 9.157024 8.219079
6.649159 4.198577 0.9700883 4.993348 4.260127
8.391972 3.463491 1.462382 7.738961 -1.240571
8.903311 7.199791 1.483666 5.729041 4.314154
5.193119 2.900154 8.50034 4.18289 6.57722
5.523095 3.116797 6.332339 7.303636 7.77629
4.844276 4.354951 4.353605 1.289823 2.852489
-0.7449626 7.988057 9.803257 3.899062 2.028102
8.856537 4.904055 1.371759 -2.941179 7.841054
2.952988 5.031387 15.64528 6.35643 3.532977
2.201586 -0.1226799 3.563425 8.98892 3.320444
5.174541 9.783343 5.947954 6.051068 5.316264
2.498097 3.478742 4.437638 5.614971 3.407488
4.622217 10.89716 3.586089 5.244302 4.802903
3.918536 4.357254 0.1310313 11.7167 6.240058
5.195721 6.402743 10.66957 1.557933 9.998941
1.987078 5.84646 7.883378 2.44696 3.62822
7.795808 9.091962 2.488405 3.605333 2.381591
7.40441 6.037436 5.413142 5.311573 2.50145
3.491633 4.292943 2.964673 8.033583 2.936359
6.292695 1.000877 9.822308 4.503052 6.173397
3.524061 6.652342 5.815154 0.3066607 4.028934
8.52847 9.03347 9.475186 0.2910024 5.630614
1.533654 4.812429 9.237754 5.489531 3.781356
4.954694 2.983481 0.8617163 6.020618 -0.07789601
6.980438 1.755061 2.017525 0.2205141 4.619233
8.542515 5.503533 6.993559 7.002312 8.947772
1.736349 8.772458 11.12551 9.390116 8.080876
6.074539 3.80321 5.616401 -1.131818 -4.460307
2.268345 -3.696779 3.228386 8.617134 8.681008
7.660953 10.17983 6.973038 1.532872 8.08398
-0.3274141 5.836402 -0.8292373 10.39679 2.680358
5.787338 8.128108 7.910185 -0.6819259 2.424218
5.39809 5.598618 3.672891 3.244395 2.637139
7.508604 5.373738 2.283677 1.794092 2.785657
9.934627 1.723204 4.261435 6.173285 8.75011
4.103076 4.69656 3.168234 7.935696 1.666879
3.651142 6.463445 1.242059 8.520635 6.791808
0.8961892 0.8450657 4.047662 8.433311 5.219681
1.105935 6.303908 -0.1184671 8.179599 6.361756
3.484881 2.755285 2.376999 5.897885 10.22911
-0.8527664 5.244913 7.823801 7.485539 5.296122
1.453371 -2.097962 3.911167 4.49881 5.332878
7.649223 5.759314 3.808325 -0.1213329 2.085542
2.622189 5.447658 13.12655 6.245502 -3.925491
-0.2463865 0.3048333 -0.628055 3.566082 0.5626849
5.059982 4.41598 4.825643 3.017432 6.483246
5.236015 7.604761 5.871553 4.694084 5.792388
3.176968 2.379572 4.422438 5.375002 8.777097
5.924525 3.552122 5.260576 2.530646 4.740964
3.929695 11.97176 6.325147 5.739605 5.895711
-1.076979 9.385083 2.797014 1.284549 4.830085
5.155072 0.8449783 9.460336 5.638632 -0.9774017
4.301172 10.14731 0.4590436 0.4491697 2.840034
2.953685 -2.272204 0.8021176 0.3923412 4.076836
0.8360405 2.141882 6.318736 3.399805 2.959121
3.353019 1.261538 2.443578 11.28255 1.886866
-0.4391659 7.837549 3.969448 7.389208 13.20797
